item,10개정  책자 색인,출처,kcal,water_g,protein_g,fat_g,ash_g,carb_g,당류,자당,포도당,과당,유당,맥아당,갈락토오스,총  식이섬유,수용성  식이섬유,불용성  식이섬유,칼슘,철,마그네슘,인,칼륨,sodium_mg,아연,구리,망간,셀레늄,몰리브덴,요오드,비타민 A,레티놀,베타카로틴,티아민,리보플라빈,니아신,니아신당량(NE),니코틴산,니코틴아미드,판토텐산,비타민 B6,피리독신,비오틴,엽산_ 엽산당량,엽산_ 식품 엽산,엽산_ 합성 엽산,비타민 B12,비타민 C,비타민 D,비타민 D2,비타민 D3,비타민 E,알파  토코페롤,베타  토코페롤,감마  토코페롤,델타  토코페롤,알파  토코트리에놀,베타  토코트리에놀,감마  토코트리에놀,델타  토코트리에놀,비타민 K,비타민 K1,비타민 K2,총 아미노산,총 필수 아미노산,이소류신,류신,라이신,메티오닌,페닐알라닌,트레오닌,트립토판,발린,히스티딘,아르기닌,티로신,시스테인,알라닌,아스파르트산,글루탐산,글라이신,프롤린,세린,타우린,총 지방산,총 필수 지방산,총 포화 지방산,부티르산 (4:0),카프로산 (6:0),카프릴산 (8:0),카프르산 (10:0),라우르산 (12:0),트라이데칸산 (13:0),미리스트산 (14:0),펜타데칸산 (15:0),팔미트산 (16:0),헵타데칸산 (17:0),스테아르산 (18:0),아라키드산 (20:0),헨에이코산산 (21:0),베헨산 (22:0),트리코산산 (23:0),리그노세르산 (24:0),총 불포화 지방산,총 단일 불포화지방산,미리스톨레산 (14:1),팔미톨레산 (16:1),헵타데센산 (17:1),올레산 (18:1(n-9)),박센산 (18:1(n-7)),가돌레산 (20:1),에루크산 (22:1),네르본산 (24:1),총 다가 불포화지방산,리놀레산 (18:2(n-6)),알파  리놀렌산 (18:3 (n-3)),감마  리놀렌산 (18:3 (n-6)),에이코사 디에노산 (20:2(n-6)),디호모 리놀렌산 (20:3(n-3)),에이코사 트리에노산 (20:3(n-6)),아라키돈산 (20:4(n-6)),에이코사 펜타에노산 (20:5(n-3)),도코사 디에노산(22:2),도코사 펜타에노산 (22:5(n-3)),도코사 헥사에노산 (22:6(n-3)),오메가3  지방산,오메가6  지방산,총 트랜스 지방산,트랜스  올레산(18:1(n-9)t),트랜스  리놀레산(18:2t),트랜스  리놀렌산(18:3t),식품명_원본,식품군
브랜디,0.0,20.0,234.0,66.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"브랜디, 알코올 43%",주류
브로콜리,108.375,11.125,121.5,59.775,8.26125,1.34125,5.34,25.2825,0.41250000000000003,0.0,0.145,0.2675,0.0,0.0,0.0,1.5375,0.15,0.85,598.0,1.9175,13.75,167.875,613.75,52.375,0.37,0.015625,0.119625,0.765,2.9225,0.03625,43.125,0.0,517.75,0.209125,0.5017499999999999,1.170375,0.591375,0.02075,0.24962499999999999,0.31575000000000003,0.0175,0.009999999999999998,0.8875,36.5,36.5,0.0,0.0,40.59375,0.0,0.0,0.0,0.915,0.8200000000000001,0.0,0.99375,0.0,0.0,0.0,0.0,0.0,92.04875,68.29875,0.0,1149.625,517.125,44.375,72.25,73.125,18.25,49.5,50.375,16.375,58.5,30.625,103.75,33.0,14.5,66.375,139.375,228.0,46.125,40.25,64.875,0.0,0.1925,0.08374999999999999,0.03375,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.125,24.771250000000002,0.125,2.1025,0.55875,5.324999999999999,1.13125,0.0,0.89375,0.1575,0.07375,0.0,1.0725,0.25,18.4075,4.66375,2.2925,44.4675,1.29625,0.08374999999999999,30.634999999999998,52.5725,0.0,0.0,0.0,0.0,0.0,0.96875,0.49875,0.0,0.0,0.05375,0.03125,0.0,0.0,0.0,0.0,"브로콜리, 생것",채소류
블랙베리,0.0,16.0,43.0,89.2,0.67,1.13,0.31,8.69,5.76,0.0,2.66,3.09,0.0,0.0,0.0,7.0,0.5,6.5,21.0,0.47,17.0,19.0,139.0,0.0,0.21,0.169,0.705,0.0,3.68,0.0,8.0,0.0,100.0,0.064,0.013,0.13,0.0,0.078,0.051,0.0,0.0,0.0,0.64,11.0,11.0,0.0,0.0,5.23,0.0,0.0,0.0,0.31,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.32,38.32,0.0,787.0,325.0,29.0,51.0,47.0,10.0,30.0,34.0,0.0,42.0,19.0,63.0,18.0,21.0,81.0,85.0,141.0,41.0,28.0,47.0,0.0,0.41,0.31,0.05,0.0,0.0,0.0,0.0,1.81,0.0,2.31,0.0,31.88,0.0,11.91,4.65,0.0,2.25,0.0,0.0,0.36,0.05,0.0,0.0,0.0,48.48,3.18,1.2,0.0,0.0,0.31,242.32,67.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.24,0.0,0.0,0.0,0.0,"블랙베리, 생것",과일류
블랙커런트,0.0,18.0,63.0,81.96,1.4,0.41,0.86,15.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,1.54,24.0,59.0,322.0,2.0,0.27,0.086,0.256,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.3,0.0,0.0,0.0,0.398,0.066,0.0,0.0,0.0,0.0,0.0,0.0,181.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.271,0.0,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.237,0.058,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"블랙커런트, 생것",과일류
블루길,0.0,9.0,83.0,80.0,17.8,0.8,1.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,1.4,0.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.16,0.1,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"블루길, 생것",어패류 및 그 제품
블루베리,373.8,15.4,157.0,58.196000000000005,1.334,0.38,0.39,39.69799999999999,25.956,6.296,9.065999999999999,6.502,0.0,0.0,0.0,5.8,1.92,3.5599999999999996,12.6,0.79,10.2,27.0,158.6,5.0,0.246,0.05619999999999999,1.0524,0.7899999999999999,2.006,2.958,4.0,0.0,47.2,0.068,0.11739999999999999,0.6557999999999999,0.7813999999999999,0.0434,0.59,0.046599999999999996,0.0072,0.013000000000000001,0.6719999999999999,11.6,11.6,0.0,0.0,1.052,0.0,0.0,0.0,1.226,1.202,0.0,0.22999999999999998,0.0,0.0,0.0,0.11000000000000001,0.0,13.957999999999998,15.238,0.0,931.8,464.4,37.0,68.8,25.6,21.8,66.8,43.0,7.4,67.6,24.6,101.8,20.2,13.0,58.0,84.6,151.4,52.6,42.0,45.6,0.0,0.3436,0.202,0.05739999999999999,0.0,0.0,0.0,2.212,0.076,0.0,0.152,0.078,33.382,0.46799999999999997,11.372,6.232,0.0,0.842,0.0,0.932,0.2822,0.0514,0.0,0.548,0.0,34.902,2.4080000000000004,4.144,0.688,0.0,0.23079999999999998,116.672,86.082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.088,0.11600000000000002,0.004,0.0,2.558,0.596,"블루베리, 생것",과일류
비비추,0.0,9.0,48.0,84.4,3.0,0.6,1.9,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,5.4,0.0,22.0,742.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,979.0,0.24,0.16,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"비비추(이밥추), 생것",채소류
비빔 국수,0.0,11.0,113.0,73.3,3.4,2.1,1.2,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,21.0,5.2,0.0,40.0,101.0,337.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,4.0,442.0,0.18,0.09,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,비빔 국수,조리가공식품류
비빔밥,0.0,11.0,141.0,68.3,4.0,3.7,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,24.0,5.4,0.0,57.0,112.0,267.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,11.0,314.0,0.12,0.11,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,비빔밥,조리가공식품류
비지,262.0,1.0,74.0,82.8,3.5,1.5,0.5,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,2.3,0.0,25.0,113.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.03,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,비지,두류
비타민채,435.5,12.5,14.5,94.5,2.1799999999999997,0.35,1.2349999999999999,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.45,116.5,6.220000000000001,19.5,52.0,475.0,24.0,0.265,0.033,0.223,0.19,9.175,0.0,137.0,0.0,1640.5,0.1045,0.168,0.3695,0.0,0.0805,0.039,0.184,0.1035,0.0305,0.955,24.5,24.5,0.0,0.0,19.65,0.0,0.0,0.0,0.6,0.595,0.01,0.0,0.0,0.0,0.0,0.0,0.0,87.68,87.68,0.0,665.0,296.5,22.0,51.5,69.5,6.0,31.0,28.0,0.0,35.5,12.0,40.5,16.5,18.5,42.5,91.0,93.0,40.0,31.0,35.5,0.0,0.08,0.05,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.375,0.0,1.39,0.32,0.0,0.535,0.0,0.845,0.065,0.015,0.0,0.0,0.0,0.84,10.795,0.0,0.895,0.3,0.05,7.33,42.765,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.01,0.0,0.0,0.0,0.575,"비타민채(다채), 생것",채소류
비트,175.0,12.0,20.2,92.82000000000001,2.038,0.198,1.386,3.566,1.168,0.8939999999999999,0.152,0.12,0.0,0.0,0.0,1.52,0.48,1.06,47.0,3.278,28.0,43.2,453.0,142.8,0.352,0.0304,0.7724,2.1,1.35,12.334,151.2,0.0,1817.0,0.0804,0.198,0.15999999999999998,0.2944,0.0346,0.0254,0.20140000000000002,0.06820000000000001,0.0172,0.484,36.2,36.2,0.0,0.0,6.814,0.0,0.0,0.0,0.146,0.142,0.002,0.04,0.0,0.0,0.0,0.0,0.0,39.142,39.142,0.0,709.4,235.2,21.0,37.6,36.8,9.4,20.6,23.4,15.0,27.8,12.6,31.2,24.0,14.8,46.2,67.4,226.8,29.0,31.8,34.4,0.0,0.05600000000000001,0.033999999999999996,0.014000000000000002,0.0,0.0,0.0,1.1640000000000001,0.134,0.0,0.084,0.0,11.164,0.0,1.016,0.156,0.0,0.604,0.0,0.644,0.038,0.006,0.0,0.0,0.0,4.3020000000000005,0.892,0.10200000000000001,0.0,0.0,0.033999999999999996,13.95,20.613999999999997,0.0,0.132,0.0,0.0,0.066,0.0,0.0,0.124,0.0,0.02,0.014000000000000002,0.0,0.0,0.0,0.264,"비트, 뿌리, 생것",채소류
비트 피클,0.0,18.0,65.0,81.88,0.8,0.08,0.96,16.28,11.05,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,11.0,0.41,15.0,17.0,115.0,149.0,0.26,0.116,0.22,1.0,0.0,0.0,2.0,0.0,29.0,0.01,0.048,0.251,0.401,0.0,0.0,0.137,0.05,0.0,0.0,27.0,27.0,0.0,0.0,2.3,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,605.0,212.0,24.0,34.0,29.0,9.0,23.0,24.0,9.0,28.0,11.0,21.0,19.0,10.0,30.0,57.0,212.0,15.0,21.0,29.0,0.0,0.0579999999999999,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.045,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"비트 피클, 통조림",채소류
비파,0.0,18.0,62.5,83.4,0.295,0.15000000000000002,0.28,15.875,5.4,1.03,1.975,2.39,0.0,0.0,0.0,0.3,0.0,0.0,18.5,0.07500000000000001,6.0,4.5,113.5,1.0,0.11,0.0965,0.07,0.0,0.355,2.48,19.0,0.0,224.5,0.038,0.0085,0.14200000000000002,0.15,0.0,0.042,0.1185,0.01,0.01,0.0,6.5,6.5,0.0,0.0,3.745,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.05,133.4,12.5,23.5,23.5,4.4,14.9,14.0,1.75,18.5,6.95,13.4,8.55,9.6,20.0,46.0,52.5,15.5,16.5,16.0,0.0,0.060000000000000005,0.035,0.02,0.0,0.0,0.0,0.0,1.0350000000000001,0.0,0.69,0.0,13.14,0.0,3.065,0.445,0.0,0.0,0.0,0.0,0.04,0.005,0.0,0.0,0.0,5.25,0.0,0.0,0.0,0.0,0.035,29.205,6.265000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0,"비파, 생것",과일류
빙어,181.2,40.0,150.2,60.238,23.86,3.12,7.417999999999999,5.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.8,6.1899999999999995,7.6,481.8,74.4,15.4,0.42400000000000004,0.0356,0.18,9.36,0.0,0.0,8.6,8.6,0.0,0.074,0.1612,1.8332000000000002,1.1965999999999999,0.0,0.0,0.148,0.034,0.0,0.0,1.0,1.0,0.0,0.794,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4359.2,2186.0,208.2,367.4,415.2,133.8,176.4,198.2,50.6,232.8,133.0,270.4,152.6,48.4,273.4,462.8,674.8,217.0,159.8,184.4,0.0,0.5072,0.0,0.11579999999999999,0.0,0.0,0.0,0.0,0.6,0.0,20.0,0.0,84.2,0.0,10.6,0.0,0.0,0.0,0.0,0.0,0.3914,0.1644,0.0,51.0,0.0,0.0,0.0,7.2,0.2,0.0,0.227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.6,0.0,4.6,107.2,0.0,0.0,0.0,0.0,0.0,0.0,"빙어, 생것",어패류 및 그 제품
빵,81.65853658536585,23.536585365853657,316.0487804878049,32.36707317073171,7.823414634146341,10.457073170731707,1.44,47.90512195121951,6.989512195121951,4.053170731707318,0.7202439024390244,0.5502439024390244,0.16634146341463416,0.3407317073170732,0.0,2.214634146341463,0.2902439024390244,0.7365853658536586,44.073170731707314,1.9000000000000001,14.195121951219512,104.02439024390245,123.73170731707317,378.1219512195122,0.5280487804878048,0.06858536585365853,0.22670731707317074,10.420731707317072,5.628536585365853,3.2136585365853656,31.414634146341463,23.975609756097562,89.29268292682927,0.1506341463414634,0.1877560975609756,1.770048780487805,1.953073170731707,0.22465853658536586,0.10346341463414634,0.2945365853658537,0.023853658536585366,0.005414634146341464,2.0229268292682927,36.926829268292686,20.24390243902439,9.829268292682928,0.1226829268292683,0.8463414634146342,0.06585365853658537,0.0,0.0,0.4090243902439024,0.32121951219512196,0.03487804878048781,0.47829268292682925,0.13682926829268294,0.04390243902439025,0.06439024390243903,0.027560975609756094,0.007804878048780488,0.2926829268292683,0.7341463414634146,0.0,5229.414634146341,1938.121951219512,211.17073170731706,388.1707317073171,167.90243902439025,87.2439024390244,265.609756097561,191.97560975609755,47.24390243902439,244.17073170731706,126.09756097560975,208.53658536585365,151.17073170731706,78.78048780487805,136.73170731707316,309.6341463414634,1603.4634146341464,198.0731707317073,513.390243902439,281.8536585365854,18.195121951219512,5.509926829268293,0.5007317073170732,2.176390243902439,31.534146341463416,18.785853658536585,25.94560975609756,35.187560975609756,115.54048780487804,0.14121951219512197,150.25975609756097,5.442682926829268,1308.2036585365854,5.518048780487805,438.8119512195122,10.097073170731708,0.9839024390243903,8.073658536585365,4.622926829268293,3.537073170731707,3.313780487804878,2.1564146341463415,4.161219512195122,43.418292682926825,0.9024390243902439,652.6068292682927,23.926829268292682,12.032439024390243,0.7275609756097561,0.3490243902439024,1.1573658536585365,459.98536585365855,38.17609756097561,0.0,1.923170731707317,0.22024390243902436,0.8965853658536584,2.675609756097561,0.7002439024390245,0.0,0.5460975609756098,3.2029268292682924,0.041951219512195125,0.46780487804878046,0.018780487804878048,10.68390243902439,6.078292682926829,2.088292682926829,"빵, 건포도빵",곡류 및 그 제품
뽕나무버섯,0.0,92.0,187.25,3.45,20.175,3.5250000000000004,7.4,65.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.25,1.7,0.0,243.25,253.0,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,1.305,11.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"뽕나무버섯, 야생, 갓, 말린것",버섯류
뽕잎,0.0,12.2,143.6,53.2,13.492,1.4520000000000002,4.224,27.631999999999998,0.596,0.0,0.26799999999999996,0.328,0.0,0.0,0.0,13.179999999999998,4.4799999999999995,8.7,623.4,3.4899999999999998,91.4,271.6,1649.2,18.0,1.078,0.18480000000000002,2.0924,0.51,10.728,0.0,399.2,0.0,4789.8,0.11239999999999999,0.3926,0.2686,0.2686,0.24539999999999998,0.023200000000000002,0.0,0.0,0.0,0.0,100.2,100.2,0.0,0.0,28.474,0.0,0.0,0.0,3.0460000000000003,2.81,0.13,1.582,0.41800000000000004,0.0,0.0,0.0,0.0,773.848,773.848,0.0,7314.6,3507.0,346.0,700.8,402.4,103.2,428.4,396.8,0.0,460.2,162.0,507.2,249.2,28.4,475.6,855.8,1031.8,424.2,305.6,437.0,0.0,0.8699999999999999,0.6499999999999999,0.21000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.518,0.0,17.816,0.0,0.0,0.0,0.0,9.31,0.6599999999999999,0.01,0.0,0.0,0.0,10.4,0.0,0.0,0.0,0.0,0.6499999999999999,204.73399999999998,446.346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44799999999999995,0.20600000000000002,0.0,0.0,0.0,0.0,"뽕잎, 생것",채소류
사골국,1209.0,1.0,10.0,97.4,1.4,0.4,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.2,0.0,11.0,7.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.02,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"사골국, 인스턴트",조리가공식품류
사과,278.44444444444446,45.44444444444444,103.66666666666667,72.61111111111111,0.45333333333333337,0.4722222222222222,0.3811111111111111,26.073333333333334,5.5344444444444445,1.431111111111111,1.0599999999999998,3.046666666666667,0.0,0.0,0.0,1.088888888888889,0.4666666666666667,0.6222222222222222,6.222222222222222,0.74,2.111111111111111,12.777777777777779,74.22222222222223,1.6666666666666667,0.05444444444444444,0.013555555555555555,0.023555555555555555,0.15444444444444447,1.1033333333333333,0.0,0.7777777777777778,0.0,8.0,0.023000000000000003,0.033888888888888885,0.21744444444444444,0.13977777777777778,0.008777777777777778,0.1308888888888889,0.008333333333333333,0.0,0.011000000000000001,0.0,2.5555555555555554,2.5555555555555554,0.0,0.0,4.551111111111111,0.0,0.0,0.0,0.017777777777777778,0.017777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.44444444444444,34.77777777777778,4.888888888888889,5.666666666666667,5.888888888888889,1.0,3.3333333333333335,5.111111111111111,0.0,4.555555555555555,1.5555555555555556,2.888888888888889,1.7777777777777777,1.2222222222222223,3.0,51.111111111111114,13.333333333333334,3.7777777777777777,3.5555555555555554,4.888888888888889,0.0,0.017777777777777778,0.011111111111111112,0.006666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.11888888888888889,0.0,5.071111111111112,0.0,1.16,0.09666666666666666,0.4211111111111111,0.0,0.0,0.0,0.012222222222222223,0.0011111111111111111,0.0,0.0,0.0,1.3833333333333335,0.11666666666666664,0.0,0.0,0.0,0.011111111111111112,8.272222222222222,1.7977777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011111111111111111,0.01,0.0,0.0,0.0,0.0,"사과, 생것",과일류
사과 음료,629.0,16.0,38.0,90.6,0.03,0.0,0.03,9.36,7.05,2.78,1.82,2.45,0.0,0.0,0.0,0.1,0.0,0.0,2.0,0.01,0.0,1.0,8.0,15.0,0.0,0.0,0.002,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.001,0.0,0.0,0.069,0.0,0.007,0.0,0.0,0.0,0.0,0.0,21.2,0.0,0.0,0.0,0.24,0.2,0.0,0.18,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,사과 음료,과일류
