식품명,식품대분류명,kcal,protein_g,fat_g,carb_g,sodium_mg,water_g,ash_g,sugar_g,dietary_fiber_g,calcium_mg,iron_mg,phosphorus_mg,potassium_mg,cholesterol_mg,saturated_fat_g,trans_fat_g,alpha_linolenic_acid_g,linoleic_acid_g,omega3_g,omega6_g,oleic_acid_mg
가래떡,빵 및 과자류,202.5,3.96,0.795,44.92,245.5,49.55,0.74,0.03,0.6499999999999999,8.5,0.215,43.0,25.0,0.0,0.20500000000000002,0.0,0.005,0.09,0.0,0.0,50.0
가래떡_흑미,빵 및 과자류,204.99999999999997,3.5000000000000004,0.0,47.8,225.99999999999997,48.1,0.6,0.0,0.0,8.0,1.3,52.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
가오리찜,찜류,65.5,12.344999999999999,1.115,1.99,139.0,59.1,0.215,0.38,1.85,17.5,0.255,31.5,67.5,47.695,0.20500000000000002,0.0,0.030000000000000002,0.305,0.03,0.19,213.72
가오리콩나물찜,찜류,28.999999999999996,2.68,0.84,3.5000000000000004,111.00000000000001,42.5,0.0,0.69,1.3,27.0,0.42,60.0,125.0,4.13,0.15,0.0,0.05,0.37,0.0,0.0,176.65
가오리회무침,생채·무침류,47.0,4.7,0.4699999999999999,6.47,164.0,48.1,0.0,3.54,1.3,54.0,0.37,126.0,154.0,16.06,0.09,0.0,0.01,0.18,0.04,0.19,84.83
가자미 매운탕,찌개 및 전골류,31.0,4.45,0.815,1.45,121.5,23.0,0.0,0.37,0.55,12.0,0.22999999999999998,45.5,124.0,18.0,0.14,0.0,0.01,0.08,0.11,0.1,122.28
가자미구이,구이류,146.83333333333334,18.666666666666668,6.938333333333333,1.4633333333333336,486.5,61.900000000000006,0.7166666666666668,0.10333333333333333,0.3,83.0,0.5083333333333333,191.83333333333334,297.8333333333333,86.80666666666666,1.1500000000000001,0.03166666666666667,0.225,1.7400000000000002,0.18666666666666668,0.4666666666666666,1025.8516666666667
가자미식해,젓갈류,134.0,11.09,4.81,11.64,685.0,69.3,3.16,3.71,4.1,296.0,1.16,241.0,252.99999999999997,73.81,0.7,0.03,0.05,0.58,0.0,0.0,360.0
가자미조림,조림류,119.2,16.054,3.364,5.872,506.4,73.74,0.44000000000000006,2.19,1.4400000000000002,57.6,0.708,168.6,377.4,70.03,0.5780000000000001,0.006,0.034,0.438,0.292,0.39200000000000007,654.882
가자미찜,찜류,77.5,11.75,1.95,2.73,344.5,59.45,0.0,0.7749999999999999,0.7,27.0,0.52,115.49999999999999,287.5,49.275000000000006,0.34,0.0,0.01,0.07,0.29,0.11,301.13
가자미튀김,튀김류,159.5,12.9,9.45,4.215,486.5,42.65,0.0,0.005,0.15000000000000002,25.0,0.49500000000000005,118.0,215.5,65.84500000000001,1.505,0.0,0.475,3.695,0.78,3.735,1830.1850000000002
가죽나물무침,생채·무침류,76.0,5.83,1.35,10.05,276.0,80.9,1.8500000000000003,3.81,6.2,69.0,2.38,109.00000000000001,448.00000000000006,0.0,0.19,0.01,0.14,0.39,0.0,0.0,240.0
가지김치,김치류,36.0,2.1,0.77,6.22,1592.0,81.1,0.0,2.45,3.5000000000000004,62.0,0.7,57.99999999999999,292.0,5.54,0.15,0.0,0.01,0.34,0.03,0.34,196.66
가지나물,나물·숙채류,36.6,1.484,1.52,4.834,306.2,79.62,0.22400000000000003,2.1719999999999997,2.56,21.0,0.33999999999999997,42.0,224.2,0.0,0.24,0.0,0.028000000000000004,0.618,0.004,0.31,523.902
가지냉국,국 및 탕류,19.0,1.1,0.39,3.42,654.0,52.5,0.0,1.4,1.9,16.0,0.27,30.0,168.0,0.0,0.08,0.0,0.01,0.17,0.01,0.17,115.23999999999998
가지볶음_가지,볶음류,35.0,0.9000000000000001,2.17,3.36,206.99999999999997,52.800000000000004,0.0,1.55,1.6,12.0,0.22,25.0,139.0,0.01,0.33,0.0,0.13,1.02,0.0,0.0,525.52
가지볶음_가지_고추,볶음류,27.0,0.91,1.27,3.36,163.0,54.2,0.0,1.6500000000000001,1.6,11.0,0.21,24.0,142.0,0.0,0.2,0.0,0.07,0.63,0.0,0.0,271.1
가지볶음_가지_당근,볶음류,37.0,0.93,1.94,4.56,169.0,60.5,0.0,2.21,1.7000000000000002,13.0,0.22,27.0,155.0,0.01,0.3,0.0,0.16,0.91,0.0,0.0,430.39
가지전,전·적 및 부침류,85.0,2.8160000000000003,4.704,7.736,355.0,56.4,0.316,1.064,1.6199999999999999,16.6,0.43199999999999994,45.4,141.0,36.396,0.9280000000000002,0.02,0.25599999999999995,2.226,0.184,1.484,1201.28
가지찜,찜류,120.0,5.6,6.26,10.225000000000001,401.5,100.29999999999998,0.0,2.64,2.9,21.0,0.925,80.0,313.5,15.810000000000002,2.3449999999999998,0.0,0.02,0.525,0.02,0.545,2237.205
가지탕수,튀김류,159.66666666666666,2.266666666666667,6.746666666666667,21.993333333333336,244.66666666666666,71.53333333333333,0.0,4.346666666666667,2.1999999999999997,22.0,0.3633333333333333,76.66666666666667,194.0,0.0,1.0266666666666666,0.0,0.4366666666666666,3.436666666666666,0.4366666666666666,3.4433333333333334,1307.03
간자장,면 및 만두류,135.66666666666666,4.6499999999999995,3.6966666666666668,20.58666666666667,406.0,65.16666666666667,0.9266666666666667,1.8533333333333335,2.566666666666667,17.0,0.32,48.333333333333336,156.0,6.303333333333334,0.9666666666666667,0.023333333333333334,0.16333333333333333,1.58,0.0,0.0,1085.2033333333334
간자장_해물,면 및 만두류,151.0,6.9,3.18,22.69,380.0,54.7,0.0,2.45,1.6,27.0,0.8100000000000002,75.0,220.00000000000003,28.99,0.66,0.0,0.15,1.32,0.0,0.0,630.94
간재미회무침,생채·무침류,47.0,4.73,0.4699999999999999,6.47,164.0,48.1,0.0,3.5699999999999994,1.3,54.0,0.37,126.0,154.0,16.06,0.09,0.0,0.01,0.18,0.0,0.0,84.75
갈매기살구이_돼지고기,구이류,312.0,26.979999999999997,22.6,0.28,124.0,48.8,1.32,0.0,0.0,13.0,2.64,249.00000000000003,372.0,96.84,9.82,0.05,0.0,0.0,0.0,0.0,0.0
갈비구이_돼지고기,구이류,294.0,19.58,21.39,5.78,389.0,51.4,1.81,5.7,0.0,46.0,0.86,150.0,254.0,59.95,7.61,0.09,0.0,0.0,0.0,0.0,0.0
갈비구이_소고기,구이류,275.0,23.425,18.18,4.36,424.5,52.25,1.7799999999999998,3.475,0.9000000000000001,39.0,2.995,151.0,223.5,71.61,6.9,0.41,0.03,0.395,0.0,0.0,2370.0
갈비구이_소고기_양념,구이류,330.0,20.03,23.87,8.73,459.0,45.7,1.7000000000000002,4.63,2.5,28.000000000000004,0.0,138.0,211.0,62.21,9.07,1.17,0.09,0.79,0.0,0.0,8090.000000000001
갈비구이_왕갈비_양념,구이류,321.0,18.07,23.53,9.13,366.0,47.9,1.4,4.53,0.9000000000000001,21.0,0.0,117.0,189.0,39.01,8.67,1.47,0.06,0.8699999999999999,0.0,0.0,7850.0
갈비찜_고춧가루,찜류,172.0,20.43,6.570000000000001,7.9,380.0,63.5,1.5700000000000003,3.5699999999999994,2.8,21.0,0.0,140.0,362.0,54.43,2.67,0.17,0.04,0.3,0.0,0.0,30.0
갈비찜_소고기,찜류,141.5,13.595,6.975,6.105,286.5,72.0,1.305,1.24,1.2,26.0,0.535,79.5,196.0,44.985,2.49,0.265,0.03,0.33999999999999997,0.0,0.0,2049.9999999999995
갈비탕,국 및 탕류,50.0,3.88,2.96,1.65,128.6,33.88,0.158,0.16,0.5,7.0,0.642,27.6,66.4,15.053999999999998,1.056,0.012,0.004,0.08,0.002,0.05600000000000001,1035.074
갈비탕_소금제외,국 및 탕류,89.0,5.5,5.44,4.21,62.0,77.6,0.0,0.39,0.3,9.0,1.4,43.0,100.0,16.97,1.97,0.0,0.01,0.15,0.0,0.0,2013.97
갈치구이,구이류,128.5,10.355,7.86,3.0475,302.25,39.15,0.0,0.03,0.07500000000000001,27.25,0.585,108.25,145.0,39.24,1.7425000000000002,0.0,0.2675,1.92,0.0,0.0,1740.5175
갈치구이_기름,구이류,144.16666666666666,14.176666666666668,8.326666666666666,2.27,316.8333333333333,48.199999999999996,0.6333333333333334,0.02,1.1666666666666667,24.666666666666668,0.57,146.5,225.16666666666666,54.004999999999995,1.9716666666666667,0.03,0.19666666666666668,1.4233333333333331,0.67,1.3166666666666667,1367.1916666666666
갈치젓_양념,젓갈류,149.0,15.53,5.08,10.28,5023.0,53.79999999999999,15.329999999999998,4.91,6.800000000000001,256.0,1.42,276.0,728.0,112.27000000000001,1.87,0.03,0.12,1.01,0.0,0.0,869.9999999999999
갈치조림_무,조림류,86.33333333333333,8.07,3.4333333333333336,5.5,275.6666666666667,59.033333333333324,0.0,2.0366666666666666,0.9666666666666667,27.333333333333332,0.6066666666666666,96.33333333333333,234.33333333333334,28.11,0.9266666666666666,0.0,0.05000000000000001,0.29333333333333333,0.4433333333333333,0.2833333333333333,750.6966666666666
갈치찌개,찌개 및 전골류,40.25,4.297499999999999,1.4225,2.425,212.75,48.15,0.1875,0.83,0.7250000000000001,14.5,0.3075,51.75,135.0,13.25,0.39249999999999996,0.0,0.025,0.11750000000000001,0.13,0.095,296.9175
갈치튀김,튀김류,78.0,4.6,5.47,1.8500000000000003,172.0,17.5,0.0,0.0,0.1,12.0,0.27,48.0,65.0,17.96,1.06,0.0,0.25,1.9,0.58,1.9299999999999997,1128.05
감바스_간편조리세트_감바스 알 아히요,볶음류,303.6666666666667,8.81,22.25,17.116666666666664,555.0,49.76666666666666,2.0533333333333332,1.5666666666666667,1.9000000000000001,88.0,0.6,241.66666666666666,160.66666666666666,25.923333333333332,3.313333333333333,0.06666666666666667,0.0,0.0,0.0,0.0,0.0
감자 된장국,국 및 탕류,22.0,1.4,0.32,3.3099999999999996,216.0,17.1,0.0,0.3,0.9000000000000001,24.0,0.31,28.999999999999996,105.0,5.57,0.06,0.0,0.02,0.13,0.03,0.14,50.34
감자 된장국_두부,국 및 탕류,32.0,2.4,0.77,4.0,206.99999999999997,28.300000000000004,0.0,0.36,1.4,32.0,0.48,46.0,161.0,5.18,0.13,0.0,0.06,0.37,0.07,0.37,134.76
감자 소고기찌개,찌개 및 전골류,50.666666666666664,3.3333333333333335,2.39,3.97,288.3333333333333,32.266666666666666,0.0,0.67,0.9333333333333335,11.333333333333334,0.49,41.333333333333336,122.66666666666667,6.59,0.6633333333333334,0.0,0.04,0.29333333333333333,0.04666666666666667,0.3033333333333333,690.9266666666666
감자 호박된장국,국 및 탕류,25.0,2.1,0.43,3.51,377.0,21.5,0.0,0.55,1.4,48.0,0.48,47.0,177.0,9.39,0.09,0.0,0.03,0.16,0.05,0.16,61.79
감자_찐감자,찜류,70.0,2.16,0.16,15.010000000000002,3.0,81.6,1.06,0.86,1.7000000000000002,10.0,0.33,50.0,480.0,0.0,0.03,0.0,0.01,0.03,0.0,0.0,10.0
감자구이,구이류,100.75,1.8824999999999998,3.9225000000000003,14.7125,81.5,76.225,0.0,0.6375,2.5500000000000003,9.5,0.5575,31.5,385.0,2.515,1.02,0.0,0.1925,1.4925,0.15,1.18,780.43
감자국,국 및 탕류,23.166666666666668,1.14,0.2416666666666667,4.315,266.5,68.51666666666667,0.295,0.38166666666666665,0.8333333333333334,19.166666666666668,0.2333333333333333,25.166666666666668,157.66666666666666,4.033333333333333,0.03333333333333333,0.0,0.0033333333333333335,0.03,0.006666666666666667,0.008333333333333333,20.388333333333332
감자국_소고기,국 및 탕류,38.0,2.05,1.5,4.029999999999999,91.0,26.900000000000002,0.0,0.13,0.8,5.0,0.325,23.0,149.5,5.22,0.46499999999999997,0.0,0.0,0.025,0.0,0.03,474.97
감자그라탕,구이류,137.33333333333334,3.733333333333333,7.283333333333334,14.413333333333332,357.0,89.16666666666667,0.0,2.056666666666667,2.533333333333333,59.333333333333336,0.5466666666666667,66.0,368.3333333333333,4.6866666666666665,1.8066666666666666,0.0,0.3933333333333333,3.033333333333333,0.3933333333333333,3.0366666666666666,1398.6599999999999
감자그라탕_치즈만난감자 그라탕,구이류,341.0,10.91,0.0,0.0,409.0,0.0,0.0,11.82,0.0,0.0,0.0,0.0,0.0,0.0,6.36,0.0,0.0,0.0,0.0,0.0,0.0
감자밥,밥류,130.0,2.4,0.14,28.449999999999996,2.0,15.1,0.0,0.01,0.7,3.0,0.56,37.0,112.99999999999999,0.0,0.05,0.0,0.0,0.05,0.0,0.05,29.74
감자범벅,"곡류, 서류 제품",94.33333333333333,2.3,0.05000000000000001,21.709999999999997,599.0,95.03333333333335,0.0,4.2,3.1,11.0,0.68,38.0,480.3333333333333,0.0,0.04,0.0,0.0,0.01,0.0,0.01,2.2533333333333334
감자볶음,볶음류,61.6,1.31,2.016,9.648,191.8,56.0,0.27999999999999997,0.826,1.6200000000000003,7.8,0.34199999999999997,24.4,257.2,0.0,0.294,0.006,0.11600000000000002,0.9620000000000001,0.064,0.52,391.09400000000005
감자볶음_감자,볶음류,52.0,1.23,1.31,8.95,162.0,50.1,0.0,0.19,1.6,7.000000000000001,0.35,21.0,243.00000000000003,0.0,0.21,0.0,0.08,0.65,0.0,0.0,281.27
감자볶음_감자_당근,볶음류,49.5,1.07,1.67,7.725,154.5,45.15,0.0,0.395,1.5,7.000000000000001,0.31,19.0,213.0,0.0,0.255,0.0,0.105,0.83,0.0,0.0,340.27500000000003
감자볶음_감자_베이컨,볶음류,51.5,1.79,2.47,5.640000000000001,141.0,33.2,0.0,0.38,0.9000000000000001,5.0,0.22999999999999998,29.0,148.5,3.96,0.61,0.0,0.08,0.71,0.0,0.0,808.69
감자볶음_감자_햄,볶음류,47.0,2.57,1.7500000000000002,5.29,162.0,36.9,0.0,0.44,0.9000000000000001,6.0,0.24,38.0,160.0,4.92,0.36,0.0,0.12,0.7,0.0,0.0,421.12999999999994
감자볶음_감자만,볶음류,134.0,1.9,6.860000000000001,16.18,353.0,73.4,1.71,1.44,2.2,30.0,0.37,46.0,370.0,1.55,0.9199999999999999,0.04,0.0,0.0,0.0,0.0,0.0
감자볶음_당근,볶음류,109.00000000000001,1.7000000000000002,6.19,11.81,443.0,96.1,0.0,3.34,2.8,17.0,0.5,40.0,343.0,0.0,0.93,0.0,0.36,3.08,0.36,3.08,1353.64
감자볶음_양파,볶음류,118.0,2.1,5.675,14.850000000000001,320.5,87.1,0.0,2.36,2.5999999999999996,13.0,0.565,38.5,377.0,0.0,0.855,0.0,0.375,2.885,0.37,2.8899999999999997,1116.415
감자볶음_잔멸치,볶음류,153.0,6.7,6.570000000000001,16.67,547.0,82.5,0.0,2.035,2.5,75.5,0.745,122.0,454.5,27.075,1.05,0.0,0.395,3.1,0.5800000000000001,3.1,1249.965
감자볶음_채소,볶음류,86.0,1.785,3.33,12.435,222.0,73.725,0.35,0.8025,2.2,12.75,0.455,40.25,325.75,0.0,0.47250000000000003,0.0125,0.25249999999999995,1.505,0.19499999999999998,0.9175,716.385
감자볶음_풋고추,볶음류,101.5,2.8499999999999996,3.085,16.515,404.5,92.15,0.0,3.81,3.1,26.5,0.76,52.0,396.5,0.0,0.485,0.0,0.19,1.53,0.19,1.53,646.865
감자볶음_햄,볶음류,159.33333333333334,5.033333333333333,9.706666666666667,13.143333333333333,566.3333333333334,86.23333333333333,0.0,0.9033333333333333,2.3666666666666667,16.0,0.6766666666666667,73.66666666666667,408.6666666666667,7.453333333333333,2.04,0.0,0.4766666666666666,3.8200000000000003,0.4766666666666666,3.84,2437.04
감자볶음_햄_채소,볶음류,47.0,2.6,1.7500000000000002,5.29,162.0,36.9,0.0,0.44,0.9,6.0,0.24,38.0,160.0,4.92,0.36000000000000004,0.0,0.12,0.6999999999999998,0.12,0.6999999999999998,421.12000000000006
감자빵_감자쫀득볼,빵 및 과자류,313.0,3.95,0.0,0.0,280.0,0.0,0.0,15.18,0.0,0.0,0.0,0.0,0.0,0.0,5.45,0.0,0.0,0.0,0.0,0.0,0.0
감자빵_강원도알감자빵,빵 및 과자류,250.0,3.1300000000000003,0.0,0.0,405.99999999999994,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,3.44,0.0,0.0,0.0,0.0,0.0,0.0
감자빵_강원도알감자빵 (5개입),빵 및 과자류,244.0,3.1300000000000003,0.0,0.0,400.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0
감자빵_못난이 감자크럼볼,빵 및 과자류,211.0,1.33,0.0,45.33,307.0,0.0,0.0,9.33,0.0,0.0,0.0,0.0,0.0,6.67,2.53,0.0,0.0,0.0,0.0,0.0,0.0
감자빵_포슬쫀득 감자빵,빵 및 과자류,284.0,3.64,0.0,0.0,519.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0
감자샐러드,생채·무침류,162.0,2.725,10.057500000000001,15.605,310.0,76.2,0.0,3.115,2.3,18.0,0.655,51.75,327.5,14.7725,1.5925,0.0,0.655,4.885,0.6575,4.895,2144.25
감자샐러드 샌드위치,빵 및 과자류,108.33333333333333,3.0666666666666664,4.753333333333334,13.456666666666669,216.66666666666666,34.300000000000004,0.0,2.27,1.3,12.0,0.38000000000000006,37.666666666666664,105.33333333333333,24.923333333333332,1.2133333333333332,0.0,0.24333333333333332,1.8433333333333335,0.24333333333333332,1.8499999999999999,1036.0833333333333
감자샐러드_당근,생채·무침류,77.0,1.2,4.49,8.31,33.0,57.4,0.0,0.8699999999999999,1.7000000000000002,9.0,0.34,26.0,240.0,1.29,0.66,0.0,0.31,2.29,0.31,2.3,899.53
감자샐러드_오이,생채·무침류,104.0,1.7000000000000002,6.05,11.17,1010.0,68.3,0.0,0.34,2.1,14.000000000000002,0.55,32.0,310.0,1.7399999999999998,0.88,0.0,0.4099999999999999,3.07,0.4099999999999999,3.07,1208.42
감자스프,죽 및 스프류,90.33333333333333,2.8333333333333335,4.41,9.44,20.0,61.43333333333334,0.0,2.643333333333333,0.6666666666666666,58.0,0.21333333333333335,56.0,140.33333333333334,12.546666666666667,2.5366666666666666,0.0,0.01,0.12666666666666668,0.013333333333333334,0.1366666666666667,930.7633333333333
감자연근튀김,튀김류,149.0,3.8,4.31,22.74,405.0,48.2,0.0,0.38,1.8000000000000003,28.000000000000004,0.71,111.00000000000001,242.0,42.18,0.8500000000000001,0.0,0.22,1.86,0.22999999999999998,1.86,1010.68
감자전,전·적 및 부침류,88.6,1.8799999999999997,3.6040000000000005,11.984,161.6,48.3,0.298,0.48600000000000004,1.5400000000000003,7.8,0.378,31.4,239.0,9.704,0.5740000000000001,0.01,0.202,1.672,0.092,0.748,726.8100000000001
감자조림,조림류,95.8,2.076,2.6160000000000005,16.28,313.4,64.67999999999999,0.38,3.258,1.98,12.2,0.5039999999999999,38.4,329.2,0.0,0.38,0.004,0.142,1.236,0.10400000000000001,0.8699999999999999,535.676
감자탕,찌개 및 전골류,56.2,4.369999999999999,2.9199999999999995,3.272,194.0,49.5,0.236,0.384,1.44,25.8,0.552,49.4,145.6,16.696,0.752,0.002,0.194,0.34199999999999997,0.002,0.028000000000000004,763.3399999999999
감자튀김,튀김류,149.2,2.5100000000000002,7.054,19.094,338.8,73.64,0.422,0.074,2.94,10.2,0.67,51.0,461.8,0.0,1.214,0.014000000000000002,0.348,2.682,0.24,1.8560000000000003,1618.3359999999998
감자튀김_BBQ 감자튀김,튀김류,254.0,3.2099999999999995,0.0,0.0,519.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9299999999999997,0.0,0.0,0.0,0.0,0.0,0.0
감자튀김_간편조리세트_몬스터 치즈 프라이,튀김류,269.0,5.54,17.74,21.78,334.0,53.1,1.82,3.56,2.0,33.0,0.72,96.0,400.0,11.18,3.37,0.08,0.0,0.0,0.0,0.0,0.0
감자튀김_감자볼튀김,튀김류,278.0,2.25,0.0,32.59,436.00000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0
감자튀김_모둠 감자튀김,튀김류,231.0,2.44,0.0,0.0,630.0,0.0,0.0,9.26,0.0,0.0,0.0,0.0,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0
감자튀김_웨지감자,튀김류,176.0,3.4699999999999998,4.79,16.125,486.5,0.0,0.0,1.635,0.0,0.0,0.0,0.0,0.0,0.01,0.87,0.0,0.0,0.0,0.0,0.0,0.0
감자튀김_크런치감자스틱,튀김류,147.0,1.6,0.0,0.0,355.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
갑오징어무침,생채·무침류,50.0,5.31,0.74,5.89,225.0,46.4,0.0,3.06,0.8,17.0,0.45000000000000007,71.0,183.0,94.82,0.12,0.0,0.01,0.16,0.0,0.0,110.65
갓김치,김치류,37.0,3.26,0.4,7.07,720.0,86.4,2.87,2.46,3.0,103.0,0.83,49.0,328.0,0.0,0.08,0.01,0.0,0.0,0.0,0.0,0.0
강낭콩밥,밥류,111.50000000000001,2.25,0.24500000000000002,24.1,1.5,6.0,0.0,0.07500000000000001,0.9500000000000001,4.0,0.345,38.0,66.0,0.0,0.07500000000000001,0.0,0.01,0.07,0.01,0.07,45.945
개고기 수육,찜류,225.99999999999997,15.8,17.15,3.1,54.0,50.7,0.0,0.1,1.4,27.0,2.55,170.0,267.0,32.25,3.45,0.0,1.24,2.29,1.24,2.6,3074.87
개고기무침,생채·무침류,121.0,7.629999999999999,8.82,3.7599999999999993,111.00000000000001,49.3,0.0,0.9000000000000001,2.3,42.0,1.95,92.0,195.0,13.489999999999998,1.6399999999999997,0.0,1.15,1.39,0.0,0.0,1577.36
개고기전골,찌개 및 전골류,74.0,5.56,5.03,2.35,109.00000000000001,64.5,0.0,0.53,1.4,34.0,1.38,66.0,148.0,8.91,1.02,0.0,0.43,0.71,0.0,0.0,900.8699999999999
개피떡(바람떡),빵 및 과자류,206.0,5.32,0.8100000000000002,44.3,286.0,48.7,0.9199999999999999,7.62,0.0,14.000000000000002,0.29,53.0,66.0,0.0,0.26,0.01,0.0,0.0,0.0,0.0,0.0
건갈치조림,조림류,96.0,11.2,3.6799999999999997,3.6799999999999997,1051.0,39.8,0.0,1.9,0.3,49.0,0.86,112.00000000000001,181.0,45.24,1.0,0.0,0.02,0.21,0.62,0.25,884.36
건꼴뚜기조림_풋고추,조림류,288.0,29.4,13.55,10.14,1038.0,29.2,0.0,1.55,0.9000000000000001,290.0,2.85,471.0,390.0,513.3,1.96,0.0,0.64,5.02,1.29,5.06,2082.49
건새우 미역국,국 및 탕류,27.25,3.8,1.0350000000000001,0.9475,361.5,2.0,0.0,0.0,0.6,270.0,1.1324999999999998,78.75,135.0,22.55,0.17,0.0,0.01,0.26,0.11,0.275,278.3575
건새우볶음,볶음류,166.0,18.509999999999998,6.894,7.0680000000000005,1137.2,12.819999999999999,2.4,2.3939999999999997,1.78,1341.0,3.746,364.2,279.8,140.57,1.03,0.02,0.252,2.524,0.44000000000000006,1.636,1403.7759999999998
건새우볶음_건새우,볶음류,120.0,15.53,3.8699999999999997,4.96,1065.0,6.6000000000000005,0.0,1.35,0.2,1125.0,4.36,324.0,202.0,99.51,0.64,0.0,0.12,1.13,0.0,0.0,716.88
건새우볶음_건새우_꽈리고추,볶음류,71.0,7.109999999999999,2.3,5.65,509.99999999999994,23.1,0.0,1.46,0.8,479.0,2.0,149.0,154.0,41.92,0.37,0.0,0.09,0.79,0.0,0.0,456.78999999999996
건새우볶음_풋고추,볶음류,163.0,10.7,7.62,12.710000000000003,860.0,20.8,0.0,5.18,0.7,718.0,2.92,222.00000000000003,191.0,62.73,1.17,0.0,0.42,3.34,0.68,3.37,1483.39
건포도빵_건포도빵 (대),빵 및 과자류,311.0,7.53,0.0,0.0,355.0,0.0,0.0,9.25,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0
건포도빵_건포도빵 (소),빵 및 과자류,310.0,7.76,0.0,0.0,353.0,0.0,0.0,9.48,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
건포도빵_우리쌀건포도브레드,빵 및 과자류,265.0,6.0,0.0,0.0,333.0,0.0,0.0,9.33,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0
검정콩밥,밥류,124.5,2.95,0.6725000000000001,25.535,1.0,4.325,0.0,0.295,1.05,6.25,0.23,45.25,68.25,0.0,0.14250000000000002,0.0,0.0325,0.265,0.0325,0.2675,134.86
검정콩밥_보리,밥류,143.0,3.2,0.66,29.94,1.0,5.1,0.0,0.29,1.2,6.0,0.24,48.0,65.0,0.0,0.15,0.0,0.03,0.24,0.03,0.24,129.8
겉절이_배추,생채·무침류,55.00000000000001,2.28,2.14,6.58,328.0,87.6,1.38,1.3,3.5000000000000004,55.00000000000001,0.45999999999999996,56.00000000000001,291.0,2.9,0.42,0.06,0.06,1.08,0.0,0.0,900.0
겉절이_상추,생채·무침류,61.0,2.36,3.4099999999999997,5.26,430.99999999999994,87.1,1.8799999999999997,2.98,3.4000000000000004,68.0,0.66,55.00000000000001,449.0,5.8,0.38,0.02,0.08,1.01,0.0,0.0,720.0
겉절이_열무,생채·무침류,57.99999999999999,2.4,2.94,5.38,891.0,85.9,3.4300000000000006,2.26,3.0,74.0,0.79,52.0,442.0,0.0,0.45999999999999996,0.08,0.11,1.13,0.0,0.0,950.0
겉절이_치커리,생채·무침류,56.00000000000001,1.49,3.65,4.4,177.0,89.4,1.08,3.71,1.9,46.0,0.55,30.0,291.0,0.0,0.42,0.11,0.05,1.08,0.0,0.0,950.0
게국지,국 및 탕류,38.0,4.08,1.1,2.88,368.0,90.4,1.5,0.98,2.2,120.0,0.0,63.0,144.0,35.29,0.18,0.02,0.09,0.07,0.0,0.0,120.0
게맛살튀김,튀김류,213.0,6.1,8.61,26.31,440.00000000000006,38.2,0.0,1.5700000000000003,0.5,151.0,0.42,99.0,55.00000000000001,24.1,1.41,0.0,0.51,4.04,0.57,4.05,1765.23
게살죽,죽 및 스프류,71.0,2.24,0.89,13.419999999999998,182.0,82.8,0.61,0.02,0.7,13.0,0.0,24.0,43.0,6.27,0.26,0.01,0.01,0.6,0.0,0.0,530.0
게장_간장,젓갈류,88.0,12.25,2.31,4.47,910.0,77.5,3.4799999999999995,2.93,0.0,213.0,1.42,124.0,176.0,140.73,0.63,0.07,0.0,0.0,0.0,0.0,0.0
게장_양념,젓갈류,111.00000000000001,12.24,3.3000000000000003,8.07,607.0,73.5,2.85,4.93,1.8000000000000003,180.0,0.8699999999999999,135.0,338.0,61.44,0.25,0.01,0.0,0.0,0.0,0.0,0.0
게조림,조림류,57.0,11.549999999999999,0.4950000000000001,0.895,410.0,60.900000000000006,0.0,0.385,0.1,89.5,0.585,99.5,168.5,21.045,0.12000000000000001,0.0,0.0,0.01,0.20500000000000002,0.02,40.77
겨자채,생채·무침류,124.0,6.35,8.82,4.145,323.0,57.199999999999996,0.0,2.48,1.1,19.0,1.03,85.5,175.0,49.39,3.39,0.0,0.02,0.505,0.035,0.5449999999999999,3195.3100000000004
견과_넛츠앤푸르츠,"두류, 견과 및 종실류",550.0,17.5,37.5,37.5,5.0,0.0,0.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0
경단_깨,빵 및 과자류,279.5,5.360000000000001,3.63,56.4,191.5,33.599999999999994,1.0,13.625000000000002,5.0,120.0,0.42,85.0,63.0,0.0,0.7249999999999999,0.0,0.0,1.865,0.0,0.0,1560.0
